Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Ruminococcaceae bacterium YRB3002 	PRJEB15956	SAMN02910456	1520819	GCA_900099715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/715/GCA_900099715.1_IMG-taxon_2593339241_annotated_assembly	GCA_900099715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/715/GCA_900099715.1_IMG-taxon_2593339241_annotated_assembly/GCA_900099715.1_IMG-taxon_2593339241_annotated_assembly_genomic.fna.gz	GCF_900099715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/715/GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly	GCF_900099715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/715/GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly/GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly_genomic.fna.gz
Ruminococcus albus AD2013 	PRJNA214529	SAMN02584992	1384065	GCA_000526775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/775/GCA_000526775.1_ASM52677v1	GCA_000526775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/775/GCA_000526775.1_ASM52677v1/GCA_000526775.1_ASM52677v1_genomic.fna.gz	GCF_000526775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/775/GCF_000526775.1_ASM52677v1	GCF_000526775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/775/GCF_000526775.1_ASM52677v1/GCF_000526775.1_ASM52677v1_genomic.fna.gz
Ruminococcus albus AR67 	PRJEB17112	SAMN02910406	1264	GCA_900112155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/155/GCA_900112155.1_IMG-taxon_2593339152_annotated_assembly	GCA_900112155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/155/GCA_900112155.1_IMG-taxon_2593339152_annotated_assembly/GCA_900112155.1_IMG-taxon_2593339152_annotated_assembly_genomic.fna.gz	GCF_900112155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/155/GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly	GCF_900112155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/155/GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly/GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly_genomic.fna.gz
Ruminococcus albus KH2T6 	PRJEB16851	SAMN05216469	1264	GCA_900109655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/655/GCA_900109655.1_IMG-taxon_2651870358_annotated_assembly	GCA_900109655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/655/GCA_900109655.1_IMG-taxon_2651870358_annotated_assembly/GCA_900109655.1_IMG-taxon_2651870358_annotated_assembly_genomic.fna.gz	GCF_900109655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/655/GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly	GCF_900109655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/655/GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly/GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly_genomic.fna.gz
Ruminococcus bromii  YE282 	PRJEB15717	SAMN02910441	40518	GCA_900101355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/355/GCA_900101355.1_IMG-taxon_2593339225_annotated_assembly	GCA_900101355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/355/GCA_900101355.1_IMG-taxon_2593339225_annotated_assembly/GCA_900101355.1_IMG-taxon_2593339225_annotated_assembly_genomic.fna.gz	GCF_900101355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/355/GCF_900101355.1_IMG-taxon_2593339225_annotated_assembly	GCF_900101355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/355/GCF_900101355.1_IMG-taxon_2593339225_annotated_assembly/GCF_900101355.1_IMG-taxon_2593339225_annotated_assembly_genomic.fna.gz
Ruminococcus flavefaciens AE3010 	PRJNA214530	SAMN02584993	1384066	GCA_000526795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/795/GCA_000526795.1_ASM52679v1	GCA_000526795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/795/GCA_000526795.1_ASM52679v1/GCA_000526795.1_ASM52679v1_genomic.fna.gz	GCF_000526795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/795/GCF_000526795.1_ASM52679v1	GCF_000526795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/795/GCF_000526795.1_ASM52679v1/GCF_000526795.1_ASM52679v1_genomic.fna.gz
Ruminococcus flavefaciens MA2007 	PRJNA223451	SAMN02744016	1410670	GCA_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/845/GCA_000621845.1_ASM62184v1	GCA_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/845/GCA_000621845.1_ASM62184v1/GCA_000621845.1_ASM62184v1_genomic.fna.gz	GCF_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/845/GCF_000621845.1_ASM62184v1	GCF_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/845/GCF_000621845.1_ASM62184v1/GCF_000621845.1_ASM62184v1_genomic.fna.gz
Ruminococcus flavefaciens MC2020 	PRJNA223444	SAMN02841181	1410671	GCA_000701945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/945/GCA_000701945.1_ASM70194v1	GCA_000701945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/945/GCA_000701945.1_ASM70194v1/GCA_000701945.1_ASM70194v1_genomic.fna.gz	GCF_000701945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/945/GCF_000701945.1_ASM70194v1	GCF_000701945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/945/GCF_000701945.1_ASM70194v1/GCF_000701945.1_ASM70194v1_genomic.fna.gz
Ruminococcus flavefaciens ND2009 	PRJNA223442	SAMN02744011	1410672	GCA_000621785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/785/GCA_000621785.1_ASM62178v1	GCA_000621785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/785/GCA_000621785.1_ASM62178v1/GCA_000621785.1_ASM62178v1_genomic.fna.gz	GCF_000621785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/785/GCF_000621785.1_ASM62178v1	GCF_000621785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/785/GCF_000621785.1_ASM62178v1/GCF_000621785.1_ASM62178v1_genomic.fna.gz
Ruminococcus flavefaciens XPD3002 	PRJEB17907	SAMN04487832	1265	GCA_900119535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/535/GCA_900119535.1_IMG-taxon_2606217757_annotated_assembly	GCA_900119535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/535/GCA_900119535.1_IMG-taxon_2606217757_annotated_assembly/GCA_900119535.1_IMG-taxon_2606217757_annotated_assembly_genomic.fna.gz	GCF_900119535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/535/GCF_900119535.1_IMG-taxon_2606217757_annotated_assembly	GCF_900119535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/535/GCF_900119535.1_IMG-taxon_2606217757_annotated_assembly/GCF_900119535.1_IMG-taxon_2606217757_annotated_assembly_genomic.fna.gz
Ruminococcus flavefaciens  Y1 	PRJEB18412	SAMN04487860	1265	GCA_900143025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/025/GCA_900143025.1_IMG-taxon_2623620473_annotated_assembly	GCA_900143025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/025/GCA_900143025.1_IMG-taxon_2623620473_annotated_assembly/GCA_900143025.1_IMG-taxon_2623620473_annotated_assembly_genomic.fna.gz	GCF_900143025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/025/GCF_900143025.1_IMG-taxon_2623620473_annotated_assembly	GCF_900143025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/025/GCF_900143025.1_IMG-taxon_2623620473_annotated_assembly/GCF_900143025.1_IMG-taxon_2623620473_annotated_assembly_genomic.fna.gz
Ruminococcus flavefaciens YAD2003 	PRJEB15819	SAMN02910265	1265	GCA_900108555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/555/GCA_900108555.1_IMG-taxon_2593339145_annotated_assembly	GCA_900108555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/555/GCA_900108555.1_IMG-taxon_2593339145_annotated_assembly/GCA_900108555.1_IMG-taxon_2593339145_annotated_assembly_genomic.fna.gz	GCF_900108555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/555/GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly	GCF_900108555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/555/GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly/GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly_genomic.fna.gz
Ruminococcus flavefaciens  YL228 	PRJEB17766	SAMN02910280	1265	GCA_900119075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/075/GCA_900119075.1_IMG-taxon_2593339237_annotated_assembly	GCA_900119075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/075/GCA_900119075.1_IMG-taxon_2593339237_annotated_assembly/GCA_900119075.1_IMG-taxon_2593339237_annotated_assembly_genomic.fna.gz	GCF_900119075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/075/GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly	GCF_900119075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/075/GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly/GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly_genomic.fna.gz
Ruminococcus flavefaciens YRD2003 	PRJEB16823	SAMN02910353	1265	GCA_900109435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/435/GCA_900109435.1_IMG-taxon_2593339146_annotated_assembly	GCA_900109435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/435/GCA_900109435.1_IMG-taxon_2593339146_annotated_assembly/GCA_900109435.1_IMG-taxon_2593339146_annotated_assembly_genomic.fna.gz	GCF_900109435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/435/GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly	GCF_900109435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/435/GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly/GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly_genomic.fna.gz
Ruminococcus gnavus AGR2154 	PRJNA214525	SAMN02584990	1384063	GCA_000526735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/735/GCA_000526735.1_ASM52673v1	GCA_000526735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/735/GCA_000526735.1_ASM52673v1/GCA_000526735.1_ASM52673v1_genomic.fna.gz	GCF_000526735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/735/GCF_000526735.1_ASM52673v1	GCF_000526735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/735/GCF_000526735.1_ASM52673v1/GCF_000526735.1_ASM52673v1_genomic.fna.gz
Ruminococcus sp. FC2018 	PRJNA223448	SAMN02744013	1410617	GCA_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/805/GCA_000621805.1_ASM62180v1	GCA_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/805/GCA_000621805.1_ASM62180v1/GCA_000621805.1_ASM62180v1_genomic.fna.gz	GCF_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/805/GCF_000621805.1_ASM62180v1	GCF_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/805/GCF_000621805.1_ASM62180v1/GCF_000621805.1_ASM62180v1_genomic.fna.gz
Ruminococcus sp. HUN007 	PRJNA239502	SAMN02744687	1514668	GCA_000712055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/055/GCA_000712055.1_ASM71205v1	GCA_000712055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/055/GCA_000712055.1_ASM71205v1/GCA_000712055.1_ASM71205v1_genomic.fna.gz	GCF_000712055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/055/GCF_000712055.1_ASM71205v1	GCF_000712055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/055/GCF_000712055.1_ASM71205v1/GCF_000712055.1_ASM71205v1_genomic.fna.gz
Ruminococcus sp. NK3A76 	PRJNA239510	SAMN02743361	877411	GCA_000686125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/125/GCA_000686125.1_ASM68612v1	GCA_000686125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/125/GCA_000686125.1_ASM68612v1/GCA_000686125.1_ASM68612v1_genomic.fna.gz	GCF_000686125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/125/GCF_000686125.1_ASM68612v1	GCF_000686125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/125/GCF_000686125.1_ASM68612v1/GCF_000686125.1_ASM68612v1_genomic.fna.gz
Ruminococcus sp. YE71 	PRJEB17757	SAMN02910447	244362	GCA_900119155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/155/GCA_900119155.1_IMG-taxon_2593339149_annotated_assembly	GCA_900119155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/155/GCA_900119155.1_IMG-taxon_2593339149_annotated_assembly/GCA_900119155.1_IMG-taxon_2593339149_annotated_assembly_genomic.fna.gz	GCF_900119155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/155/GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly	GCF_900119155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/155/GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly/GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly_genomic.fna.gz
Ruminococcus sp. YE78 	PRJEB16166	SAMN02910446	1352374	GCA_900103235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/235/GCA_900103235.1_IMG-taxon_2593339151_annotated_assembly	GCA_900103235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/235/GCA_900103235.1_IMG-taxon_2593339151_annotated_assembly/GCA_900103235.1_IMG-taxon_2593339151_annotated_assembly_genomic.fna.gz	GCF_900103235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/235/GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly	GCF_900103235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/235/GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly/GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly_genomic.fna.gz
Sarcina sp. LD 64 DSM 11001	PRJEB16054	SAMN04487833	1798184	GCA_900101015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/015/GCA_900101015.1_IMG-taxon_2608642105_annotated_assembly	GCA_900101015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/015/GCA_900101015.1_IMG-taxon_2608642105_annotated_assembly/GCA_900101015.1_IMG-taxon_2608642105_annotated_assembly_genomic.fna.gz	GCF_900101015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/015/GCF_900101015.1_IMG-taxon_2608642105_annotated_assembly	GCF_900101015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/015/GCF_900101015.1_IMG-taxon_2608642105_annotated_assembly/GCF_900101015.1_IMG-taxon_2608642105_annotated_assembly_genomic.fna.gz
Selenomonas bovis 8-14-1 	PRJNA223439	SAMN02841180	1410673	GCA_000701885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/885/GCA_000701885.1_ASM70188v1	GCA_000701885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/885/GCA_000701885.1_ASM70188v1/GCA_000701885.1_ASM70188v1_genomic.fna.gz	GCF_000701885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/885/GCF_000701885.1_ASM70188v1	GCF_000701885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/885/GCF_000701885.1_ASM70188v1/GCF_000701885.1_ASM70188v1_genomic.fna.gz
Selenomonas ruminantium AB3002 	PRJNA217197	SAMN02841170	1392502	GCA_000702545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/545/GCA_000702545.1_ASM70254v1	GCA_000702545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/545/GCA_000702545.1_ASM70254v1/GCA_000702545.1_ASM70254v1_genomic.fna.gz	GCF_000702545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/545/GCF_000702545.1_ASM70254v1	GCF_000702545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/545/GCF_000702545.1_ASM70254v1/GCF_000702545.1_ASM70254v1_genomic.fna.gz
Selenomonas ruminantium AC2024 	PRJNA217195	SAMN02743908	1392501	GCA_000687995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/995/GCA_000687995.1_ASM68799v1	GCA_000687995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/995/GCA_000687995.1_ASM68799v1/GCA_000687995.1_ASM68799v1_genomic.fna.gz	GCF_000687995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/995/GCF_000687995.1_ASM68799v1	GCF_000687995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/995/GCF_000687995.1_ASM68799v1/GCF_000687995.1_ASM68799v1_genomic.fna.gz
Selenomonas ruminantium  C3 	PRJEB17760	SAMN02910323	971	GCA_900119175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/175/GCA_900119175.1_IMG-taxon_2593339270_annotated_assembly	GCA_900119175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/175/GCA_900119175.1_IMG-taxon_2593339270_annotated_assembly/GCA_900119175.1_IMG-taxon_2593339270_annotated_assembly_genomic.fna.gz	GCF_900119175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/175/GCF_900119175.1_IMG-taxon_2593339270_annotated_assembly	GCF_900119175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/175/GCF_900119175.1_IMG-taxon_2593339270_annotated_assembly/GCF_900119175.1_IMG-taxon_2593339270_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium GACV-9 	PRJEB17577	SAMN02910356	971	GCA_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/485/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly	GCA_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/485/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly/GCA_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz	GCF_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/485/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly	GCF_900116485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/485/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly/GCF_900116485.1_IMG-taxon_2595698242_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium HD4 	PRJEB18361	SAMN05216582	971	GCA_900142515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/515/GCA_900142515.1_IMG-taxon_2654588174_annotated_assembly	GCA_900142515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/515/GCA_900142515.1_IMG-taxon_2654588174_annotated_assembly/GCA_900142515.1_IMG-taxon_2654588174_annotated_assembly_genomic.fna.gz	GCF_900142515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/515/GCF_900142515.1_IMG-taxon_2654588174_annotated_assembly	GCF_900142515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/515/GCF_900142515.1_IMG-taxon_2654588174_annotated_assembly/GCF_900142515.1_IMG-taxon_2654588174_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium KH1T6 	PRJEB15683	SAMN05216583	971	GCA_900108415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/415/GCA_900108415.1_IMG-taxon_2654588177_annotated_assembly	GCA_900108415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/415/GCA_900108415.1_IMG-taxon_2654588177_annotated_assembly/GCA_900108415.1_IMG-taxon_2654588177_annotated_assembly_genomic.fna.gz	GCF_900108415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/415/GCF_900108415.1_IMG-taxon_2654588177_annotated_assembly	GCF_900108415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/415/GCF_900108415.1_IMG-taxon_2654588177_annotated_assembly/GCF_900108415.1_IMG-taxon_2654588177_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium L14 	PRJEB17101	SAMN05216587	971	GCA_900111915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/915/GCA_900111915.1_IMG-taxon_2654588115_annotated_assembly	GCA_900111915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/915/GCA_900111915.1_IMG-taxon_2654588115_annotated_assembly/GCA_900111915.1_IMG-taxon_2654588115_annotated_assembly_genomic.fna.gz	GCF_900111915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/915/GCF_900111915.1_IMG-taxon_2654588115_annotated_assembly	GCF_900111915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/915/GCF_900111915.1_IMG-taxon_2654588115_annotated_assembly/GCF_900111915.1_IMG-taxon_2654588115_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium S137 	PRJEB16298	SAMN05216366	971	GCA_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/055/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly	GCA_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/055/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz	GCF_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/055/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly	GCF_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/055/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium subsp. lactilytica PC 18 DSM 2872	PRJEB16657	SAMN05660648	971	GCA_900107615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/615/GCA_900107615.1_IMG-taxon_2593339219_annotated_assembly	GCA_900107615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/615/GCA_900107615.1_IMG-taxon_2593339219_annotated_assembly/GCA_900107615.1_IMG-taxon_2593339219_annotated_assembly_genomic.fna.gz	GCF_900107615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/615/GCF_900107615.1_IMG-taxon_2593339219_annotated_assembly	GCF_900107615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/615/GCF_900107615.1_IMG-taxon_2593339219_annotated_assembly/GCF_900107615.1_IMG-taxon_2593339219_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium subsp. ruminantium GA-192 ATCC 12561	PRJNA185691	SAMN02441491	1280706	GCA_000424065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/065/GCA_000424065.1_ASM42406v1	GCA_000424065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/065/GCA_000424065.1_ASM42406v1/GCA_000424065.1_ASM42406v1_genomic.fna.gz	GCF_000424065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/065/GCF_000424065.1_ASM42406v1	GCF_000424065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/065/GCF_000424065.1_ASM42406v1/GCF_000424065.1_ASM42406v1_genomic.fna.gz
Selenomonas ruminantium WCT3 	PRJEB15897	SAMN05216584	971	GCA_900100835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/835/GCA_900100835.1_IMG-taxon_2654588117_annotated_assembly	GCA_900100835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/835/GCA_900100835.1_IMG-taxon_2654588117_annotated_assembly/GCA_900100835.1_IMG-taxon_2654588117_annotated_assembly_genomic.fna.gz	GCF_900100835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/835/GCF_900100835.1_IMG-taxon_2654588117_annotated_assembly	GCF_900100835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/835/GCF_900100835.1_IMG-taxon_2654588117_annotated_assembly/GCF_900100835.1_IMG-taxon_2654588117_annotated_assembly_genomic.fna.gz
